index,provinceName,province_confirmedCount,province_curedCount,province_deadCount,updateTime
1242,海地,2,0,0,2020-03-24
1243,缅甸,2,0,0,2020-03-24
1244,老挝,2,0,0,2020-03-24
1245,尼泊尔,2,1,0,2020-03-24
1246,津巴布韦,2,0,1,2020-03-24
1247,梵蒂冈,1,0,0,2020-03-24
1248,圣文森特和格林纳丁斯,1,0,0,2020-03-24
1249,安提瓜和巴布达,1,0,0,2020-03-24
1250,冈比亚,1,0,0,2020-03-24
1251,索马里,1,0,0,2020-03-24
1252,萨尔瓦多,1,0,0,2020-03-24
1253,乍得,1,0,0,2020-03-24
1254,东帝汶,1,0,0,2020-03-24
1255,巴布亚新几内亚,1,0,0,2020-03-24
1256,厄立特里亚,1,0,0,2020-03-24
1257,莫桑比克,1,0,0,2020-03-24
1258,蒙特塞拉特,1,0,0,2020-03-24
1259,叙利亚,1,0,0,2020-03-24
1260,伯利兹,1,0,0,2020-03-24
1261,格林那达,1,0,0,2020-03-24
1262,甘肃省,136,119,2,2020-03-24
1263,湖北省,67801,60324,3160,2020-03-24
1264,香港,386,101,4,2020-03-24
1265,科索沃,31,0,1,2020-03-24
1266,上海市,414,330,4,2020-03-24
1267,台湾,215,29,2,2020-03-24
1268,北京市,558,401,8,2020-03-24
1269,海南省,168,168,6,2020-03-24
1270,浙江省,1240,1221,1,2020-03-24
1271,澳门,25,10,0,2020-03-24
1272,江苏省,636,631,0,2020-03-24
1273,陕西省,249,240,3,2020-03-24
1274,广东省,1428,1333,8,2020-03-24
1275,福建省,318,295,1,2020-03-24
1276,四川省,545,536,3,2020-03-24
1277,黑龙江省,484,468,13,2020-03-24
1278,重庆市,578,570,6,2020-03-24
1279,山西省,134,133,0,2020-03-24
1280,意大利,59514,7024,5476,2020-03-23
1281,美国,35360,178,473,2020-03-23
1282,西班牙,33089,3355,2182,2020-03-23
1283,德国,27289,422,115,2020-03-23
1284,法国,16689,2200,674,2020-03-23
1285,伊朗,23049,7913,1812,2020-03-23
1286,瑞士,8060,3,66,2020-03-23
1287,韩国,8961,3166,111,2020-03-23
